Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R301,R302A,R302B,R302C,R303,R304A,R304B,R304C,R305A1,R305B,R305C,R306A,R306B,R306C,R306D,R307A,R308A,R308B1A,R308B1B,R308B1C,R308B1D,R308B1E,R308B2,R308B3,R309A,R309B,R309C,R402A,R402B1,R402B2,R402C,R403A,R403B,R403C1,R403C2,R404A,R404B1,R404B2,R404C,R501A1,R501A2,R501B,R502A,R502B,R503A1,R503A2,R503A3,R503A4,R503A5,R503A6,R503B,R503C,R504A1,R504A2,R504A3,R504A4,R504A5,R504B,R504C,R505A,R505B,R506,R507A,R507B,R508A,R508B,R508C1,R508C2,R508C3,R509AK2,R509AK3,R509AK4,R509AK5,R509B1K2,R509B1K3,R509B1K4,R509B1K5,R509B2K2,R509B2K3,R509B2K4,R509B2K5,R509B3K2,R509B3K3,R509B3K4,R509B3K5,R509B4K2,R509B4K3,R509B4K4,R509B4K5,R509B5K2,R509B5K3,R509B5K4,R509B5K5,R509B6K2,R509B6K3,R509B6K4,R509B6K5,R509B7K2,R509B7K3,R509B7K4,R509B8K2,R509B8K3,R509B8K4,R509B8K5,R509B9K2,R509B9K4,R509B9K5,R509B10K2,R509B10K4,R509B10K5,R510B,R510C1,R510C2,R510C3,R510D1,R510D2A,R510D2B,R510D2C,R510D3,R511A,R511B,R512A,R512B1,R512B2,R512B3,R513AK2,R513AK3,R513ALK3,R513AK4,R513BK2,R513BK3,R513BLK3,R513BK4,R513CK2,R513CK3,R513CLK3,R513CK4,R514A,R514B,R515,R516
62262,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,005,LOA ULUNG,1,1,7,12,1,1,1,10,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,6,,,,2,,,,591,34,0,1,1,2,3,5,8,1,4,2,3,1,4,5,8,2,1,3,1,1,2,2,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,52,57,1,2,3,6,3,2,0,2,,,,1,1,,2,2,,,,2,,,,3,3,2,2
62263,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,006,EMBALUT,1,1,7,5,1,1,2,10,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,2,,,,2,,,,736,0,0,2,2,2,3,5,8,1,4,2,3,1,3,6,8,2,1,1,1,1,3,3,1,2,,,,,1,1,2,2,1,2,,,2,2,,,2,2,,,2,2,,,2,2,,,1,2,,,1,2,,2,2,,,2,,,2,,,1,1,45,50,1,1,4,6,1,3,0,2,,,,1,2,,2,2,,,,2,,,,3,3,2,1
62264,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,007,BUKIT RAYA,1,1,9,2,1,1,2,23,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,3,2,2,,,,1017,632,0,2,1,2,3,5,8,1,4,2,3,2,3,6,7,2,2,3,1,3,2,2,1,1,1,4,6,4,2,2,2,1,,,,1,,,,1,,,,2,,,,1,,,,2,,,,2,,,,,,,2,,,2,,,2,,,,,,,,,,3,3,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62265,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,008,MANUNGGAL JAYA,1,1,11,2,1,1,2,25,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,2,2,2,,,,1442,258,7,2,1,2,3,5,7,1,4,2,3,1,3,6,7,2,1,1,1,1,1,3,1,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,1
62266,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,009,BANGUN REJO,1,1,9,5,1,1,2,40,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,1,0,2,2,1,1,2,2,2,,,,2731,20,0,2,1,2,3,5,8,1,4,2,1,1,3,6,8,2,2,1,1,1,2,3,1,2,,,,,2,1,1,2,,2,2,,,2,2,,,2,2,,,1,2,,,2,2,,,2,1,,,2,2,,2,2,,,2,,,2,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62267,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,010,KERTA BUANA,1,1,11,3,1,1,2,26,1,3,2,1,1,1,1,1,2,,,,,,,,2,3,3,1,0,2,2,1,1,3,3,1,PADI,SAPI,3,1491,0,0,2,1,2,3,5,8,1,3,3,2,1,3,6,8,2,2,3,1,1,2,2,1,2,,,,,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,,,,,2,1,2,,,,2,,,,2,,,,1,2,,2,3,3,1,1
62268,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,011,SEPARI,1,1,9,12,1,1,1,14,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,2,,,,2,,,,1039,20,0,2,1,2,3,5,7,1,4,2,3,1,4,6,8,2,1,3,1,1,4,2,1,2,,,,,1,1,2,2,1,2,,,1,2,,,1,2,,,1,1,,,2,2,,,1,1,,,1,2,,2,2,,,2,,,2,,,1,1,45,45,1,1,4,6,3,3,0,1,1,65,65,1,2,,2,1,2,,2,1,1,,1,1,1,1,1
62269,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,012,BUKIT PARIAMAN,1,1,9,6,1,1,2,38,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,3,,,2,1,1,2,2,2,,,,1989,48,0,1,1,2,3,5,8,1,4,2,3,2,3,6,8,2,2,2,1,1,2,2,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,1,1,4,6,3,2,0,2,,,,1,2,,1,2,,,,2,,,,3,3,1,2
62270,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,013,BUANA JAYA,1,1,11,50,1,1,2,27,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,3,,,2,1,1,2,1,2,,,,1315,44,0,2,2,2,3,5,7,1,4,2,3,1,3,6,8,2,2,1,1,1,1,2,1,2,,,,,1,1,2,2,2,2,,,2,2,,,2,2,,,1,1,,,2,2,,,2,2,,,2,2,,2,2,,,2,,,2,,,2,,,,1,1,4,6,1,2,0,2,,,,1,2,,1,1,2,,1,2,,,,3,3,1,1
62271,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,014,MULAWARMAN,1,1,7,6,1,1,2,22,1,3,2,1,1,1,1,1,2,,,,,,,,2,3,4,1,0,2,2,1,2,2,2,2,,,,760,15,0,2,2,2,3,6,7,1,4,2,3,1,3,6,8,2,1,1,1,3,1,2,3,2,,,,,2,1,2,2,,2,,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,,,,,,,,,,,,,,,3,0,2,,,,1,2,,1,2,,,,1,2,,1,3,3,1,1
62272,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,015,LOA PARI,1,1,7,12,1,1,1,7,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,1,1,1,TEMPE DAUN,TIDAK ADA,3,470,0,53,1,1,2,3,5,8,2,4,2,,1,4,5,8,2,1,1,1,1,2,2,1,1,1,1,6,6,1,2,2,2,1,,,,1,,,,1,,,,1,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,3,37,37,1,2,3,5,3,3,0,2,,,,1,1,,2,2,,,,2,,,,3,3,2,2
62273,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,016,SUKAMAJU,1,1,9,2,1,1,2,20,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,3,,,2,1,1,2,1,2,,,,720,0,2,2,2,2,3,5,7,1,4,2,2,1,3,6,8,2,1,3,1,1,2,2,4,2,,,,,2,1,2,2,,2,,,,2,,,,2,,,,2,,,,1,,,,1,,,,2,,,2,,,,,,,,,,,,,,,,,,2,0,2,,,,1,2,,1,2,,,,2,,,,1,1,1,1
62274,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,017,TANJUNG BATU,1,1,5,12,1,1,1,6,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,2,3,2,2,,,,338,0,0,3,,2,3,5,7,1,4,2,2,2,3,5,8,2,3,3,1,1,4,3,1,1,2,,,,1,1,2,2,1,2,,,1,2,,,1,2,,,1,1,,,2,2,,,1,2,,,1,2,,2,2,,,2,,,2,,,1,1,50,53,1,1,3,5,3,2,0,2,,,,1,1,,2,2,,,,2,,,,3,3,2,2
62275,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,018,KARANG TUNGGAL,1,1,9,10,1,1,2,20,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,3,,,2,1,1,1,1,2,,,,883,150,0,1,1,2,3,5,7,1,4,2,3,2,3,6,8,2,2,3,1,1,2,2,1,2,,,,,2,1,2,2,,2,,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62618,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,010,BABULU,001,GUNUNG MAKMUR,1,1,5,20,1,1,4,16,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,3,,,2,1,5,2,2,1,TENG TENG JAHE,0,3,590,71,0,2,1,2,3,5,8,1,4,2,4,2,3,6,8,2,2,3,1,1,4,2,3,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62619,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,010,BABULU,002,GUNUNG INTAN,1,1,7,17,1,1,2,23,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,2,1,2,,,,874,0,0,2,2,2,3,5,8,2,4,2,,1,3,6,8,2,1,1,1,1,1,2,3,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,1,3,2,1
62620,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,010,BABULU,003,SUMBER SARI,1,1,5,17,1,1,2,18,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,2,2,2,,,,482,0,0,3,,2,3,5,8,2,4,2,,2,3,6,8,2,2,3,1,1,4,2,3,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62621,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,010,BABULU,004,SRI RAHARJA,1,1,5,12,1,1,2,10,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,2,2,2,,,,356,0,35,2,2,2,3,5,8,2,4,2,,2,3,6,8,2,2,3,1,1,4,2,3,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,,,,2,,,,2,,,,2,,,,1,3,2,2
62622,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,010,BABULU,005,RAWA MULIA,1,1,5,1,1,1,2,10,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,3,1,2,,,,499,0,0,2,2,2,3,5,7,1,4,2,4,2,3,6,8,2,2,3,1,3,1,2,3,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62623,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,010,BABULU,006,SEBAKUNG JAYA,1,1,5,2,1,1,3,15,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,3,1,2,,,,553,0,0,2,1,2,3,5,7,2,4,2,,2,3,6,8,2,2,3,1,1,4,2,7,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62624,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,010,BABULU,007,BABULU LAUT,1,1,9,1,2,1,5,18,1,3,2,1,1,1,1,1,1,1,3,6,8,2,2,,3,,,2,,,2,1,14,3,1,1,AMPLANG IKAN BANDENG,0,3,1011,103,0,2,2,2,3,5,8,2,4,2,,2,3,5,8,2,3,3,4,,4,2,7,2,,,,,1,1,2,2,1,1,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,1,2,,2,2,,,2,,,2,,,1,1,395,395,2,,,,,3,0,1,1,350,350,2,,,,2,,,,2,,,,3,3,1,2
62625,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,010,BABULU,008,BABULU DARAT,1,1,9,1,2,1,2,32,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,4,,,,2,,,,2564,0,0,3,,2,3,5,7,1,4,2,3,1,4,6,8,2,1,1,1,1,2,2,3,1,1,1,2,2,1,1,1,2,1,2,2,,2,2,2,,2,2,2,,1,1,1,,2,2,1,,2,2,1,,2,2,2,2,2,2,,2,2,,2,2,,1,1,10,10,1,1,4,6,1,2,0,2,,,,1,2,,1,1,2,,1,1,2,,1,3,3,1,1
62626,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,010,BABULU,009,LABANGKA,1,1,7,1,2,1,3,20,1,3,2,1,1,1,1,1,1,1,3,6,8,2,1,1,2,1,1,2,,,2,1,1,1,2,2,,,,752,354,15,2,1,2,3,5,7,1,4,2,2,2,3,6,8,2,2,3,1,1,2,2,3,1,2,,,,1,1,2,2,1,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,2,2,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62627,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,010,BABULU,010,RINTIK,1,1,5,30,1,1,2,12,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,5,3,2,2,,,,489,0,10,1,1,2,3,5,8,1,4,2,2,1,3,5,8,2,3,1,1,1,2,2,3,1,2,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62628,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,010,BABULU,011,GUNUNG MULIA,1,1,5,20,1,1,2,16,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,2,1,2,,,,798,0,0,2,1,2,3,5,8,2,4,2,,1,3,6,8,2,2,1,1,1,4,2,3,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62629,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,010,BABULU,012,LABANGKA BARAT,1,1,5,7,1,1,3,10,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,2,2,2,,,,710,0,0,2,1,2,3,5,8,1,4,2,2,2,3,5,7,2,2,3,1,3,2,2,3,1,2,,,,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,1,0,2,,,,2,,,,2,,,,2,,,,1,1,1,2
62634,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,001,TANJUNG TENGAH,2,1,25,3,1,1,1,9,1,3,2,1,2,2,1,1,1,1,4,6,7,2,2,,3,,,2,,,2,1,1,2,1,1,"KERUPUK RUMPUT LAUT, VCO",-,3,662,0,0,3,,2,3,5,7,1,4,2,3,2,3,6,8,2,2,3,1,1,1,2,4,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,1,,,,2,,,,1,,,,2,,,2,,,,2,,,2,,,2,,,,1,1,4,6,1,3,0,2,,,,1,2,,1,2,,,,2,,,,3,1,2,2
62635,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,002,SALOLOANG,2,1,37,6,2,1,1,8,1,3,2,1,2,2,1,1,1,1,3,6,7,2,2,,3,,,2,,,2,1,1,2,1,1,-,SAPU LIDI,2,600,0,0,2,1,2,3,5,7,2,4,2,,1,4,6,8,2,1,1,1,1,4,2,4,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62636,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,003,PETUNG,2,1,15,30,1,1,1,22,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,4,,,,2,,,,2250,0,0,1,1,2,3,5,7,1,4,2,3,1,4,6,7,2,1,1,1,1,2,2,1,1,1,11,110,110,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,1,1,50,50,2,,,,2,,,,2,,,,3,1,2,2
62637,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,004,GIRI MUKTI,1,1,9,6,2,1,2,17,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,6,,,,1,KLANTING,-,3,1708,0,0,1,1,2,3,5,8,2,4,2,,1,3,6,8,2,1,1,1,3,2,2,3,1,1,2,2,2,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,1,,2,,2,2,,2,,2,2,,2,2,,1,1,5,5,2,,,,,1,0,2,,,,2,,,,2,,,,2,,,,3,1,1,1
62638,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,005,LAWE LAWE,2,1,20,10,2,1,1,8,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,6,,,,2,,,,830,0,5,1,1,2,3,5,8,1,4,2,3,1,3,5,8,2,1,1,1,1,4,2,1,2,,,,,1,2,2,1,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,,,2,2,,2,2,,2,2,,,,2,,,,,3,1,2,,,,2,,,,2,,,,2,,,,1,1,2,1
62639,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,006,PEJALA,2,1,25,3,1,1,1,5,1,3,2,1,2,1,1,1,1,1,4,6,8,2,2,,3,,,2,,,2,1,14,1,1,1,BUMBU PENYEDAP RASA UDANG,-,3,237,0,0,3,,2,3,5,8,1,4,2,3,1,3,5,8,2,1,1,1,1,4,2,4,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,1,2,,1,2,,,,2,,,,3,1,2,2
62640,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,007,KAMPUNG BARU,2,1,16,12,1,1,1,3,1,3,2,1,2,2,1,1,1,1,3,6,7,2,1,1,3,,,2,,,2,1,14,1,1,1,BOLU MANGROVE,KERAJINAN BATHOK,3,186,0,4,3,,2,3,5,7,1,4,2,4,2,3,5,8,2,2,3,1,1,4,2,4,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,1,2,,1,2,,,,1,2,,1,1,3,1,2
62641,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,008,SESUMPU,2,1,14,2,2,1,1,4,1,3,2,1,2,1,1,1,1,1,3,6,8,2,1,1,3,,,2,,,2,1,1,2,1,1,AMPLANG,-,3,259,0,1,3,,2,3,5,7,1,4,2,3,1,3,6,8,2,2,3,1,1,3,5,4,2,,,,,1,2,2,1,2,,,2,2,,,2,2,,,2,2,,,1,2,,,2,1,,,2,1,,,2,,,2,2,,2,2,,2,1,1,11,11,1,2,4,5,2,3,2,2,,,,1,2,,1,2,,,,2,,,,3,3,1,1
62642,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,009,SUNGAI PARIT,2,1,10,7,2,1,1,8,1,3,2,1,2,1,1,1,1,1,3,6,8,2,1,1,3,,,2,,,2,6,,,,1,KOPRA,-,3,776,0,0,3,,2,3,5,8,1,4,2,2,1,3,6,8,2,1,1,1,3,2,2,3,1,2,,,,1,2,2,2,2,,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,1,1,5,5,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62643,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,010,NIPAH NIPAH,2,1,35,10,1,1,1,9,1,3,2,1,2,1,1,1,1,1,3,6,7,2,1,2,3,,,2,,,2,6,,,,1,-,TAS KERAJINAN DARI MANIK-MANIK,3,1014,0,0,1,1,2,3,5,8,1,4,2,2,1,3,6,8,2,1,1,1,1,2,2,1,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62644,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,011,NENANG,2,1,5,6,2,1,1,15,1,3,2,1,2,2,1,1,1,1,3,6,8,2,1,1,3,,,2,,,2,6,,,,1,BUBU,-,3,1888,0,0,2,1,2,3,5,7,1,4,2,2,1,3,5,8,2,1,1,1,1,2,2,1,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,1,3,20,20,1,1,4,6,1,3,0,2,,,,1,2,,1,2,,,,1,2,,1,1,1,2,1
62645,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,012,GUNUNG SETELENG,2,1,38,1,1,1,1,12,1,3,2,1,2,1,1,1,1,1,4,6,8,1,1,1,3,,,2,,,2,6,,,,1,-,TUSUK SATE,3,1758,0,0,2,2,2,3,5,7,1,4,2,2,1,4,6,8,2,1,1,1,1,2,2,1,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,,,,2,,,2,,,,2,,,2,,,1,1,4,4,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,2,2,2,1
62646,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,013,PENAJAM,2,1,11,3,1,1,1,30,1,3,2,1,2,2,1,1,1,1,3,6,8,1,1,1,3,,,2,,,2,6,,,,1,-,KRUPUK UDANG,3,4441,0,0,1,1,2,3,5,7,2,4,2,,1,3,5,7,2,1,1,1,1,4,2,1,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,3,80,80,2,,,,2,,,,2,,,,3,2,2,2
62647,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,014,BULU MINUNG,2,1,15,3,1,1,1,6,1,3,2,1,2,1,1,1,1,1,3,6,8,2,1,1,3,,,2,,,2,1,5,3,2,1,KELAPA SAWIT,-,3,987,0,108,3,,2,3,5,8,1,4,2,3,2,3,5,7,2,3,3,1,1,4,6,4,1,2,,,,1,2,2,2,1,,,,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,1,1,50,50,1,1,3,5,1,3,0,2,,,,1,2,,1,2,,,,2,,,,3,1,1,1
62648,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,015,SOTEK,2,1,35,3,1,1,1,15,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,1,5,3,2,1,KELAPA SAWIT,-,3,1005,0,404,2,1,2,3,5,7,1,4,2,2,1,3,6,8,2,1,3,1,3,2,2,1,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62649,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,016,SEPAN,2,1,21,12,1,1,1,7,1,3,2,1,2,1,1,1,2,,,,,,,,2,3,2,2,,,2,1,5,3,2,1,KELAPA SAWIT,-,3,476,0,89,3,,2,3,5,7,1,4,2,3,2,3,6,8,2,2,3,1,3,4,2,4,2,,,,,1,2,2,2,1,,,,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62650,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,017,RIKO,2,1,32,5,1,1,1,6,1,3,2,1,2,1,1,1,2,,,,,,,,2,3,2,2,,,2,1,5,3,2,1,KELAPA SAWIT,-,3,559,0,0,3,,2,3,5,7,1,4,2,3,1,3,5,8,2,2,1,1,1,4,6,4,1,1,1,1,1,1,2,1,2,2,,2,,1,,2,,1,,2,,2,,2,,2,,2,,1,,2,,1,,2,2,,2,,2,2,,2,2,,1,1,10,10,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62651,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,018,PANTAI LANGO,2,1,30,5,1,1,1,6,1,3,2,1,2,1,1,2,1,1,4,6,8,1,1,1,3,,,2,,,2,1,14,4,,2,,,,386,10,105,2,2,2,3,6,8,2,4,2,,2,4,5,8,2,3,3,1,3,3,5,3,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,1,4,4,2,,,,2,,,,2,,,,3,3,2,2
62652,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,019,GERSIK,2,1,25,20,1,1,1,13,1,3,2,1,2,1,1,2,1,1,3,6,8,2,1,1,3,,,2,,,2,3,,,,2,,,,832,20,10,3,,2,3,5,8,2,4,2,,2,3,6,8,2,2,3,1,3,2,2,3,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,1,10,10,2,,,,2,,,,2,,,,3,3,2,1
62653,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,020,JENEBORA,2,1,20,4,2,1,1,13,1,3,2,1,2,2,1,1,1,1,3,6,8,1,1,1,3,,,2,,,2,3,,,,2,,,,990,20,10,3,,2,3,6,8,1,4,2,2,2,3,5,8,2,3,3,1,2,3,2,3,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,1,8,8,1,2,,2,2,,,,1,2,,2,1,3,2,1
